Math,Physics,Chemistry,Biology,CS,Commerce,Recommended_Stream
98,59,69,96,48,67,Arts
56,64,64,62,67,94,Commerce
72,88,94,61,99,64,Arts
76,80,71,51,63,56,Arts
33,53,44,47,58,92,Arts
77,47,52,51,36,53,Commerce
97,46,35,54,34,52,Arts
38,63,97,33,46,93,Commerce
73,88,34,70,61,96,Commerce
36,72,89,44,86,85,Arts
75,91,65,67,64,50,Arts
69,45,64,52,83,86,Commerce
53,82,56,72,73,63,Commerce
69,72,92,85,88,49,Arts
59,85,75,77,83,72,Arts
71,91,97,76,49,52,Arts
69,76,33,47,55,76,Commerce
56,74,62,39,71,86,Commerce
33,92,100,84,85,84,Medical
65,49,51,94,30,61,Arts
53,54,93,54,39,39,Commerce
80,74,99,58,71,50,Arts
59,82,31,58,80,34,Commerce
66,74,74,86,73,68,Arts
67,80,65,33,53,77,Commerce
95,98,83,89,38,62,Engineering
70,33,61,70,56,77,Commerce
46,56,88,63,60,92,Arts
78,39,39,49,41,99,Commerce
34,48,90,58,33,75,Arts
67,86,97,48,97,88,Commerce
84,59,89,30,58,89,Commerce
89,66,53,48,35,32,Commerce
52,40,81,94,30,62,Arts
48,52,60,78,93,66,Commerce
86,48,75,53,70,49,Commerce
41,52,31,81,32,71,Arts
58,42,77,91,55,69,Arts
92,50,67,100,71,30,Arts
87,49,76,49,73,46,Arts
84,52,78,44,88,66,Commerce
95,80,62,39,65,83,Commerce
64,75,51,94,76,41,Arts
76,66,81,62,40,95,Commerce
56,59,62,87,75,65,Arts
90,39,37,32,71,97,Commerce
71,43,98,64,38,34,Arts
39,30,72,51,92,47,Arts
66,36,60,87,34,99,Commerce
42,78,32,55,38,86,Arts
61,100,88,49,86,78,Arts
36,86,41,37,60,68,Commerce
62,63,41,35,52,77,Commerce
69,48,94,37,74,46,Arts
96,86,46,76,67,38,Arts
59,44,42,94,41,78,Commerce
97,92,68,94,41,46,Engineering
67,40,67,97,84,96,Commerce
34,97,66,89,62,89,Arts
55,48,58,56,45,72,Arts
95,99,100,53,77,47,Engineering
99,39,51,67,68,59,Commerce
87,72,52,81,51,60,Commerce
36,75,79,36,63,52,Commerce
53,42,63,32,65,86,Arts
68,39,42,90,73,50,Arts
96,38,55,52,74,32,Commerce
86,51,79,95,39,41,Commerce
95,66,76,38,95,67,Arts
72,69,63,87,63,86,Commerce
61,87,42,53,93,70,Arts
39,88,43,90,66,56,Arts
76,37,88,52,44,90,Commerce
55,64,98,30,32,72,Commerce
44,64,98,50,71,77,Arts
82,99,50,74,81,64,Arts
93,47,33,59,100,54,Arts
39,93,55,66,44,70,Arts
85,70,91,87,88,68,Arts
89,71,59,31,99,74,Arts
48,76,60,73,58,77,Commerce
31,83,67,88,89,94,Arts
70,50,40,89,90,39,Arts
79,53,46,43,64,96,Commerce
49,73,69,41,75,31,Arts
49,60,43,55,93,53,Arts
45,56,73,35,85,53,Commerce
36,70,47,58,77,96,Commerce
72,92,54,33,88,38,Arts
98,63,86,51,48,34,Engineering
86,93,48,32,66,51,Commerce
41,94,88,66,97,60,Arts
95,32,66,34,85,79,Commerce
45,70,50,70,89,61,Arts
69,53,68,32,89,92,Commerce
63,96,51,47,35,46,Arts
77,69,78,92,70,83,Commerce
95,61,72,87,38,51,Commerce
30,39,98,87,87,47,Commerce
80,84,78,33,98,54,Arts
60,73,88,83,81,51,Arts
46,100,70,48,97,30,Commerce
84,94,82,65,93,85,Engineering
35,58,58,63,57,69,Commerce
53,65,70,93,56,77,Arts
82,42,78,49,53,94,Commerce
30,38,92,64,37,99,Commerce
60,63,36,98,65,30,Arts
67,60,35,66,70,71,Arts
52,84,79,39,76,41,Commerce
49,87,60,31,86,89,Arts
81,57,97,78,87,88,Commerce
62,75,91,43,74,57,Commerce
95,59,93,38,75,46,Engineering
91,58,99,91,47,31,Commerce
44,65,57,38,66,71,Commerce
94,38,67,40,63,80,Commerce
76,52,31,47,43,63,Commerce
100,80,34,94,38,98,Commerce
73,74,52,95,62,39,Commerce
99,72,70,55,53,43,Engineering
90,99,89,53,36,50,Engineering
62,93,53,43,88,60,Arts
33,93,59,40,90,92,Arts
99,98,59,91,92,57,Engineering
37,66,84,47,40,95,Arts
52,59,58,40,98,55,Commerce
48,64,47,32,72,84,Commerce
96,39,97,61,72,64,Arts
65,99,98,30,74,58,Arts
51,35,38,40,44,74,Commerce
52,52,87,67,63,45,Arts
63,49,75,87,40,75,Arts
44,67,79,83,98,36,Arts
41,37,63,88,39,92,Commerce
52,78,49,93,86,66,Arts
33,97,54,34,68,51,Arts
91,84,97,98,60,42,Engineering
51,100,41,54,46,47,Arts
58,64,74,35,72,95,Commerce
77,86,39,39,46,38,Arts
40,50,48,94,50,64,Commerce
82,53,85,100,32,44,Commerce
61,93,82,82,75,34,Arts
55,40,48,77,41,37,Commerce
96,49,71,38,86,31,Arts
87,60,55,98,52,83,Commerce
60,76,40,99,77,70,Arts
54,62,68,39,54,84,Arts
65,83,74,87,63,61,Arts
33,72,78,91,38,64,Arts
74,89,94,74,99,84,Commerce
48,90,76,84,48,64,Commerce
57,97,92,63,81,78,Arts
56,47,63,64,55,65,Arts
81,97,60,100,100,45,Arts
84,65,95,36,54,86,Commerce
68,64,64,86,54,38,Arts
87,67,77,38,83,95,Commerce
81,80,31,68,46,55,Arts
54,67,49,73,92,50,Commerce
47,71,76,79,36,54,Commerce
100,44,60,73,45,44,Commerce
70,77,87,64,48,32,Arts
34,33,74,93,55,39,Arts
77,31,54,74,32,39,Commerce
91,73,97,62,35,62,Engineering
58,99,81,37,94,79,Arts
65,46,51,75,62,89,Commerce
62,32,49,45,84,53,Arts
52,67,31,69,63,100,Commerce
79,50,38,32,79,82,Commerce
37,94,64,96,72,58,Arts
98,93,53,84,100,61,Engineering
73,58,97,55,69,57,Commerce
79,66,49,51,63,58,Commerce
40,39,87,95,76,50,Commerce
42,83,52,38,58,38,Commerce
99,70,49,43,72,42,Arts
31,60,57,34,55,79,Commerce
49,91,69,49,45,67,Commerce
93,55,70,70,42,62,Arts
56,64,74,64,81,85,Arts
38,87,97,35,67,37,Commerce
62,87,58,56,87,52,Commerce
86,85,87,43,39,81,Engineering
41,60,76,42,78,44,Arts
31,41,61,62,40,54,Commerce
54,59,100,56,58,78,Commerce
39,77,31,31,88,93,Commerce
36,80,66,67,73,69,Commerce
70,92,89,70,61,34,Commerce
71,88,84,89,41,35,Arts
47,72,76,95,38,68,Arts
85,92,39,44,93,61,Commerce
91,99,94,71,38,35,Engineering
30,70,42,36,57,31,Arts
78,76,40,84,96,81,Commerce
49,85,40,32,57,99,Commerce
64,37,44,58,92,45,Commerce
98,44,93,55,96,72,Commerce
88,79,50,60,51,57,Arts
73,92,47,47,75,92,Commerce
51,32,35,32,60,49,Arts
57,69,86,56,53,63,Arts
43,96,97,64,79,87,Arts
71,80,83,85,74,30,Arts
63,61,63,39,75,92,Commerce
58,34,35,42,67,30,Arts
72,78,97,58,86,32,Arts
99,33,95,39,61,99,Commerce
56,90,59,73,48,57,Arts
30,32,95,53,76,56,Arts
87,30,97,72,48,38,Arts
35,60,71,30,67,92,Commerce
83,59,88,43,40,40,Arts
93,82,50,71,97,37,Arts
99,97,74,31,73,59,Engineering
67,95,78,93,32,84,Arts
54,56,42,49,78,67,Arts
70,64,60,50,54,41,Arts
59,49,50,84,69,66,Arts
82,93,94,34,89,59,Engineering
76,41,86,56,64,31,Arts
73,92,80,70,74,93,Commerce
92,87,80,82,99,81,Engineering
55,41,32,98,35,70,Arts
98,77,49,100,62,37,Arts
44,32,75,87,73,56,Arts
67,65,76,38,55,36,Commerce
73,74,93,36,54,31,Arts
55,84,94,100,83,36,Medical
61,64,99,79,42,54,Commerce
44,95,41,30,78,53,Commerce
74,33,45,63,79,38,Arts
59,46,82,33,32,71,Arts
56,90,60,76,97,39,Commerce
42,30,74,80,95,54,Commerce
80,69,76,39,35,94,Commerce
44,58,74,92,68,92,Arts
33,84,64,95,99,93,Arts
68,100,64,33,59,49,Arts
51,100,39,72,74,63,Commerce
38,76,36,66,57,73,Commerce
61,46,98,51,97,80,Arts
99,82,87,54,59,34,Engineering
65,48,70,59,84,48,Commerce
43,57,42,42,53,72,Commerce
41,60,43,84,94,49,Arts
64,57,57,47,78,45,Commerce
77,30,67,39,47,91,Commerce
62,99,37,64,96,54,Commerce
33,70,63,54,67,76,Arts
76,95,68,34,62,30,Commerce
58,33,67,98,100,78,Arts
98,99,66,36,66,82,Engineering
31,97,89,84,95,70,Arts
97,51,47,38,98,68,Arts
80,50,56,88,70,66,Arts
78,48,84,52,90,50,Commerce
38,72,71,33,43,47,Commerce
62,65,85,48,64,86,Commerce
30,42,92,87,88,48,Arts
48,57,45,100,90,68,Commerce
37,81,63,84,95,100,Arts
60,92,67,44,67,48,Arts
73,83,61,60,81,33,Commerce
76,70,99,40,74,94,Commerce
50,43,81,70,72,51,Arts
40,50,96,92,96,64,Arts
87,37,74,48,45,57,Arts
69,68,87,82,66,64,Arts
37,74,48,89,74,62,Arts
41,99,55,40,73,61,Arts
99,71,31,63,33,82,Commerce
52,60,54,95,86,93,Arts
39,60,95,73,65,43,Arts
49,58,73,66,34,94,Commerce
40,73,55,69,36,69,Commerce
48,78,96,81,48,36,Commerce
55,98,44,33,34,52,Arts
87,70,43,76,35,87,Commerce
48,55,69,40,56,51,Commerce
32,31,57,96,84,44,Commerce
46,64,85,66,87,37,Commerce
66,38,72,34,96,45,Commerce
57,38,84,86,30,67,Commerce
63,92,61,72,53,83,Arts
98,99,57,99,54,56,Engineering
89,31,95,37,94,89,Commerce
35,72,90,81,93,69,Arts
53,52,75,33,72,93,Arts
67,80,44,90,77,31,Commerce
99,78,68,38,44,68,Engineering
44,93,74,75,89,49,Arts
77,76,63,47,46,70,Commerce
81,44,66,49,31,53,Arts
56,76,70,73,48,62,Commerce
55,89,57,92,77,91,Arts
89,92,50,31,99,75,Arts
42,55,91,65,81,87,Arts
95,84,74,42,91,41,Engineering
87,30,97,45,68,45,Arts
45,47,56,48,53,100,Commerce
53,37,33,56,35,47,Arts
52,36,32,89,100,51,Arts
61,67,88,90,90,80,Arts
53,78,90,38,97,100,Commerce
79,86,90,36,84,60,Arts
82,87,72,87,80,66,Arts
86,42,97,31,98,73,Arts
78,32,83,97,67,79,Arts
77,75,91,47,98,55,Arts
47,98,87,46,31,32,Arts
87,90,74,93,68,88,Commerce
46,61,66,78,97,85,Arts
58,56,36,40,59,50,Commerce
95,43,57,94,97,44,Arts
41,30,77,32,56,77,Arts
47,72,82,45,50,74,Arts
78,79,52,100,33,86,Commerce
87,43,91,62,42,36,Commerce
77,59,44,89,97,78,Arts
82,38,92,47,62,44,Arts
40,60,99,56,96,50,Commerce
95,70,77,42,73,65,Arts
72,47,50,89,98,50,Arts
99,55,87,60,47,45,Engineering
86,73,90,87,52,43,Arts
40,78,58,77,87,51,Commerce
85,66,31,67,96,46,Arts
96,78,57,53,82,80,Commerce
55,49,42,59,59,42,Arts
59,94,92,58,38,57,Arts
69,94,77,98,77,79,Medical
93,90,78,91,65,37,Engineering
64,59,97,94,89,97,Commerce
60,67,48,77,43,67,Arts
43,78,65,52,48,51,Commerce
64,38,64,84,32,93,Commerce
97,92,73,100,75,66,Engineering
33,92,100,85,43,97,Medical
56,89,55,91,81,61,Arts
90,34,98,33,88,71,Commerce
30,71,75,34,80,69,Arts
38,61,53,32,92,52,Commerce
55,51,85,77,75,84,Arts
33,38,68,97,38,86,Commerce
48,56,32,38,56,49,Arts
68,70,72,35,73,91,Commerce
45,84,92,78,35,85,Commerce
71,66,50,40,99,95,Commerce
60,46,99,48,85,63,Arts
98,86,83,40,32,61,Engineering
35,57,82,38,80,33,Arts
50,58,95,93,68,89,Arts
68,80,49,72,56,61,Commerce
82,84,89,74,48,31,Arts
52,58,62,58,76,82,Arts
99,46,54,72,92,32,Commerce
78,66,44,72,58,52,Arts
89,64,59,71,65,100,Commerce
81,87,53,80,84,31,Commerce
97,72,70,59,40,61,Arts
57,74,35,78,61,41,Arts
58,85,42,87,30,35,Arts
40,83,99,98,72,43,Medical
36,95,40,59,67,74,Arts
46,51,55,74,100,34,Commerce
87,84,86,36,89,45,Engineering
31,86,60,45,59,32,Arts
47,77,88,63,70,45,Arts
34,54,54,37,41,61,Commerce
89,53,56,32,84,83,Commerce
63,68,31,92,42,87,Arts
97,96,90,82,65,78,Engineering
100,62,32,96,49,64,Arts
51,99,46,59,43,34,Arts
98,78,78,76,48,86,Engineering
56,60,32,32,40,63,Commerce
72,32,64,42,38,33,Arts
43,39,43,43,50,54,Arts
71,57,65,77,34,34,Arts
35,55,62,98,80,95,Arts
51,96,84,54,95,78,Arts
72,30,97,64,45,48,Arts
35,98,92,77,87,93,Arts
37,78,49,85,85,43,Arts
86,49,98,49,32,33,Arts
30,32,84,36,76,71,Commerce
63,31,77,51,40,39,Arts
88,92,59,85,48,55,Arts
42,53,74,37,41,56,Arts
83,70,41,57,57,46,Arts
86,44,67,30,74,51,Commerce
55,100,92,83,98,64,Arts
40,63,49,69,31,54,Arts
92,86,77,69,64,99,Engineering
75,40,38,40,66,69,Arts
30,38,39,80,69,92,Commerce
78,78,88,65,67,54,Arts
52,88,83,87,83,87,Arts
43,71,44,62,42,42,Commerce
55,59,88,35,39,88,Commerce
41,51,80,70,75,79,Commerce
44,100,62,58,30,57,Arts
92,94,84,42,73,90,Engineering
100,95,72,63,92,61,Engineering
86,33,94,61,55,90,Commerce
56,49,67,68,33,49,Arts
44,37,34,67,58,53,Commerce
71,39,49,100,91,40,Arts
81,88,85,85,37,84,Commerce
41,89,79,83,55,53,Commerce
90,59,96,95,70,65,Arts
61,39,67,76,38,81,Arts
64,30,54,42,72,59,Commerce
79,63,32,91,100,97,Commerce
56,30,81,48,61,36,Arts
70,37,89,47,99,89,Commerce
52,86,62,70,40,85,Commerce
88,35,98,38,48,94,Commerce
76,69,56,77,72,76,Arts
74,98,64,39,41,64,Commerce
88,40,42,51,51,76,Commerce
58,65,50,92,54,64,Commerce
69,48,52,92,57,52,Commerce
57,70,69,62,100,88,Arts
65,56,96,84,57,70,Arts
62,72,40,70,56,82,Arts
72,78,92,82,83,45,Arts
58,76,46,78,85,79,Arts
75,90,99,93,54,64,Medical
47,41,61,67,68,39,Commerce
38,98,32,63,81,54,Arts
43,57,66,46,49,98,Arts
65,100,34,95,39,48,Arts
42,75,49,46,37,54,Commerce
31,31,82,70,81,94,Arts
48,38,30,92,59,75,Arts
50,100,53,70,73,89,Arts
83,58,80,63,41,71,Arts
66,44,51,76,54,70,Arts
79,85,58,46,55,42,Arts
77,60,51,50,79,92,Commerce
47,67,54,63,42,56,Commerce
43,91,99,92,36,82,Medical
80,98,55,91,61,79,Arts
73,36,92,58,76,59,Arts
85,48,97,32,44,38,Commerce
56,67,80,64,73,50,Arts
95,89,70,59,31,31,Engineering
78,37,100,31,75,83,Commerce
66,87,55,92,70,68,Arts
80,32,67,56,51,48,Arts
39,51,87,80,38,50,Arts
80,73,76,43,47,76,Arts
56,59,77,52,79,57,Commerce
71,43,33,52,45,91,Commerce
100,48,90,79,67,49,Arts
59,31,45,56,93,52,Arts
99,43,38,70,89,40,Commerce
77,52,33,100,47,54,Commerce
64,99,93,30,64,70,Arts
96,68,100,34,95,93,Engineering
40,39,75,47,41,67,Commerce
43,57,68,70,52,61,Arts
58,60,81,86,70,80,Arts
78,53,73,94,78,91,Commerce
74,64,40,46,42,70,Commerce
67,79,58,47,51,61,Commerce
58,93,44,88,67,46,Arts
91,72,58,61,73,72,Arts
58,72,63,34,49,99,Commerce
59,100,42,74,91,77,Arts
87,31,87,47,62,37,Arts
41,39,91,45,50,64,Arts
38,39,68,74,95,47,Commerce
40,69,72,84,90,77,Arts
47,77,47,85,58,43,Arts
67,69,43,66,46,77,Commerce
45,30,98,45,60,81,Commerce
77,81,62,91,47,36,Arts
98,97,62,45,42,95,Engineering
86,70,68,76,73,74,Arts
49,66,55,78,68,47,Commerce
66,98,43,32,91,71,Commerce
74,69,64,32,54,89,Commerce
85,62,100,93,56,95,Commerce
35,45,43,39,64,88,Arts
50,55,62,87,30,80,Commerce
39,78,95,72,67,88,Arts
97,86,82,31,65,81,Engineering
37,58,91,97,45,30,Commerce
60,90,30,98,37,33,Arts
90,68,60,45,98,33,Commerce
83,42,90,93,61,97,Commerce
91,52,39,41,67,69,Commerce
96,54,66,31,35,33,Arts
45,38,30,60,45,88,Commerce
76,41,50,44,81,87,Commerce
94,63,84,34,58,65,Arts
39,54,40,31,50,78,Commerce
56,30,54,72,58,81,Arts
52,50,99,41,53,57,Arts
92,72,57,41,94,92,Commerce
40,72,99,100,99,52,Medical
78,39,85,99,57,99,Commerce
30,31,99,51,91,56,Arts
98,94,57,95,92,68,Engineering
55,72,88,98,54,62,Arts
67,41,47,82,84,72,Commerce
84,75,61,71,73,34,Commerce
63,43,33,82,91,70,Commerce
61,67,83,95,68,36,Commerce
85,70,63,48,37,69,Arts
87,42,75,94,33,59,Arts
84,89,84,59,53,71,Engineering
49,59,52,37,87,71,Commerce
51,58,89,41,87,59,Commerce
94,100,98,53,46,64,Engineering
84,95,80,50,45,44,Engineering
76,32,56,64,32,31,Arts
96,42,38,52,99,88,Commerce
52,45,45,36,65,83,Arts
95,30,47,66,42,55,Arts
38,45,56,38,34,57,Arts
64,72,61,34,85,60,Commerce
50,95,31,79,97,47,Commerce
68,85,49,83,92,72,Arts
68,57,74,90,53,95,Commerce
44,42,35,87,55,91,Commerce
36,69,62,91,82,89,Arts
91,71,84,78,48,99,Commerce
73,36,57,73,31,33,Arts
49,93,100,65,89,82,Arts
37,31,45,33,86,73,Commerce
76,93,54,87,53,78,Arts
38,67,60,70,31,87,Arts
70,30,83,64,85,40,Arts
84,77,73,59,98,50,Arts
37,73,38,95,92,65,Arts
88,77,87,87,59,56,Engineering
59,72,42,85,47,86,Commerce
56,94,91,40,31,98,Commerce
75,70,44,86,84,30,Arts
37,77,75,88,32,76,Arts
38,91,94,68,79,89,Arts
37,50,97,53,99,75,Commerce
58,67,39,62,70,80,Commerce
42,37,30,33,50,89,Arts
45,100,41,60,41,91,Commerce
42,45,63,85,39,41,Arts
30,88,44,85,82,97,Arts
60,94,92,95,36,32,Medical
47,92,75,55,34,66,Arts
97,55,47,53,65,87,Commerce
33,48,45,42,48,70,Commerce
81,67,69,31,57,79,Commerce
79,49,93,39,75,93,Commerce
53,67,79,62,84,36,Arts
78,59,79,57,53,58,Commerce
99,68,37,57,50,91,Commerce
66,35,49,39,96,86,Commerce
53,57,48,91,73,47,Arts
55,77,33,61,100,97,Commerce
96,59,59,63,98,41,Commerce
79,94,81,95,98,64,Medical
90,66,92,46,77,62,Arts
77,44,36,87,54,48,Arts
48,75,30,31,38,46,Arts
52,57,99,81,36,59,Arts
60,36,91,80,40,58,Arts
86,60,91,40,60,85,Commerce
87,36,77,31,99,92,Commerce
80,53,92,73,53,91,Commerce
47,34,63,46,92,70,Commerce
59,41,60,45,49,78,Commerce
36,51,40,92,68,58,Commerce
99,89,98,71,91,30,Engineering
57,37,74,92,46,60,Commerce
79,66,71,92,47,54,Commerce
41,100,93,54,36,33,Arts
50,43,40,33,32,86,Commerce
43,35,31,41,71,72,Commerce
87,71,77,53,43,86,Commerce
73,61,55,67,70,30,Arts
39,94,41,73,94,37,Commerce
99,56,49,38,43,44,Commerce
43,98,56,86,41,42,Arts
45,87,88,98,70,75,Medical
56,42,94,96,100,43,Arts
100,36,34,84,94,74,Commerce
41,98,82,59,98,41,Arts
49,31,95,46,77,44,Commerce
78,35,98,77,97,58,Arts
68,47,70,40,61,84,Commerce
46,87,52,57,72,98,Commerce
57,49,42,31,91,30,Arts
56,38,52,78,52,39,Commerce
36,96,64,79,52,77,Commerce
33,96,90,79,38,69,Arts
62,79,49,67,53,99,Commerce
89,73,41,39,53,93,Commerce
70,82,90,68,45,64,Arts
94,49,99,65,31,66,Arts
96,31,66,99,82,51,Arts
30,74,45,41,98,91,Commerce
54,30,56,86,50,47,Commerce
49,66,49,41,34,32,Commerce
87,96,63,36,94,61,Arts
93,64,72,42,56,99,Commerce
92,87,31,47,83,95,Commerce
51,94,100,71,80,77,Arts
100,55,43,60,62,64,Commerce
82,43,53,48,84,65,Arts
79,89,35,67,75,64,Commerce
41,74,61,84,90,84,Arts
42,77,41,47,90,34,Arts
88,90,100,87,92,58,Engineering
33,63,43,77,80,86,Arts
66,48,30,76,82,57,Arts
67,96,76,84,55,66,Arts
53,69,42,100,89,31,Arts
34,95,54,47,56,53,Arts
86,99,44,40,36,70,Commerce
68,39,82,64,33,37,Commerce
60,62,64,56,63,64,Commerce
78,97,32,47,39,70,Commerce
100,80,61,58,63,59,Engineering
46,77,32,89,38,36,Commerce
43,94,67,34,84,46,Arts
40,50,39,56,63,53,Arts
52,56,30,62,33,90,Commerce
33,48,46,49,99,31,Commerce
62,34,53,89,47,88,Arts
53,43,96,81,78,74,Arts
60,58,84,100,30,63,Arts
59,78,48,52,86,93,Commerce
83,78,59,88,93,41,Arts
41,100,36,51,40,65,Arts
38,43,38,53,48,33,Arts
74,50,67,56,89,43,Arts
71,32,60,69,62,93,Commerce
54,32,50,82,85,74,Arts
89,31,65,72,41,53,Commerce
97,64,90,90,45,73,Engineering
42,54,65,80,38,36,Commerce
35,44,49,93,61,79,Commerce
46,63,58,70,86,94,Commerce
34,75,65,35,85,62,Arts
60,100,70,88,93,73,Arts
57,48,70,90,67,63,Commerce
66,84,100,57,54,34,Arts
39,87,88,50,74,69,Commerce
33,83,85,66,70,51,Arts
81,99,46,99,65,58,Arts
64,43,93,72,70,70,Arts
63,83,86,43,38,62,Commerce
77,63,71,63,77,62,Arts
61,53,94,31,30,83,Commerce
57,47,35,30,59,69,Commerce
41,75,97,49,61,40,Commerce
41,97,85,47,45,37,Arts
35,48,77,78,49,46,Commerce
33,98,59,49,47,68,Commerce
86,96,93,58,90,36,Engineering
70,60,61,81,88,49,Commerce
59,38,71,79,39,42,Commerce
60,41,97,40,45,52,Arts
62,53,76,99,60,32,Arts
88,60,71,57,47,46,Commerce
78,37,42,80,78,63,Arts
88,65,83,81,39,78,Commerce
33,66,95,93,82,63,Arts
56,67,47,84,50,76,Commerce
89,79,68,89,33,65,Arts
82,72,70,74,51,76,Arts
63,86,68,89,83,41,Arts
39,77,70,62,35,56,Commerce
59,43,30,81,85,45,Commerce
58,91,62,68,82,32,Arts
36,58,88,84,66,37,Commerce
82,85,61,89,68,84,Commerce
30,52,95,58,50,67,Arts
57,35,80,85,38,97,Commerce
50,30,95,55,78,66,Commerce
30,88,93,54,56,66,Arts
56,92,72,81,68,78,Arts
47,79,56,42,34,71,Commerce
82,79,37,37,85,31,Arts
88,79,99,70,85,40,Engineering
69,54,72,42,89,72,Commerce
83,77,61,38,43,62,Arts
31,63,71,52,76,96,Commerce
46,61,35,31,76,89,Commerce
95,71,32,59,77,70,Arts
97,86,53,86,74,92,Commerce
70,62,83,80,85,53,Arts
85,38,45,58,35,42,Commerce
91,30,50,47,79,89,Commerce
93,35,30,44,61,77,Commerce
39,47,31,69,45,42,Commerce
96,32,61,89,88,38,Commerce
55,99,68,77,96,59,Arts
81,66,65,37,89,63,Arts
74,61,70,71,45,39,Arts
69,80,34,96,70,30,Commerce
60,98,56,88,49,54,Commerce
50,67,88,43,94,74,Arts
91,97,96,69,60,87,Engineering
43,92,74,77,31,92,Commerce
87,79,66,30,69,65,Arts
45,83,38,80,53,72,Commerce
83,69,91,52,100,74,Arts
53,98,34,52,76,45,Arts
64,52,74,93,59,73,Commerce
42,88,93,86,48,77,Arts
66,53,67,86,76,74,Arts
65,54,35,76,44,81,Arts
55,97,44,49,36,80,Arts
69,31,64,55,88,50,Arts
35,65,46,51,71,69,Arts
84,82,57,99,60,82,Commerce
43,45,80,88,54,77,Commerce
99,39,36,56,72,85,Commerce
89,81,56,80,53,78,Commerce
63,92,80,66,86,44,Arts
30,96,75,79,77,30,Commerce
31,95,72,78,74,96,Arts
80,76,51,63,91,51,Commerce
94,41,38,53,73,61,Arts
49,46,47,50,32,77,Arts
89,69,44,43,57,45,Commerce
50,85,47,73,70,78,Commerce
89,38,69,83,58,89,Commerce
38,71,84,96,36,77,Arts
88,37,39,44,45,80,Commerce
68,83,72,98,92,62,Arts
56,62,84,66,41,71,Commerce
59,90,65,87,98,59,Arts
32,49,88,31,87,92,Arts
88,82,93,40,64,57,Engineering
77,48,99,66,52,47,Arts
66,53,39,74,32,35,Commerce
78,55,96,68,84,84,Commerce
63,74,40,89,95,36,Commerce
79,72,39,84,81,81,Commerce
62,57,57,85,35,82,Commerce
41,32,95,64,72,89,Commerce
67,46,37,94,92,59,Commerce
79,62,39,46,69,78,Commerce
35,56,79,37,55,63,Commerce
87,82,55,31,100,32,Commerce
66,96,97,77,75,34,Arts
68,100,36,35,75,89,Commerce
51,32,48,69,41,80,Arts
56,30,85,76,65,47,Arts
55,39,90,31,94,55,Arts
39,36,96,68,83,75,Arts
83,87,63,65,95,33,Arts
36,75,63,35,61,61,Arts
94,65,43,31,33,97,Commerce
41,37,52,54,94,75,Arts
89,70,41,33,46,35,Arts
50,79,55,49,30,41,Commerce
55,77,60,81,98,55,Arts
67,37,48,30,40,55,Commerce
55,35,83,38,42,32,Arts
57,52,35,67,51,36,Commerce
36,76,35,91,46,56,Arts
48,61,92,81,75,64,Arts
64,75,97,41,94,87,Arts
100,95,67,35,39,34,Engineering
55,33,63,68,77,44,Arts
68,99,59,46,58,45,Arts
35,97,44,68,92,58,Arts
31,57,81,49,63,38,Commerce
70,100,93,61,53,90,Commerce
38,84,72,96,66,42,Commerce
46,50,35,59,96,86,Arts
77,36,67,78,100,72,Arts
89,94,97,45,93,91,Engineering
57,63,75,47,45,47,Arts
67,48,65,42,54,40,Commerce
40,78,63,33,80,70,Commerce
98,55,56,62,64,46,Commerce
82,35,48,88,83,75,Commerce
54,35,95,40,88,81,Arts
97,89,98,83,72,69,Engineering
65,93,36,64,37,87,Commerce
95,100,44,52,78,88,Commerce
37,85,54,30,88,46,Commerce
76,42,55,60,93,88,Commerce
50,89,58,54,69,52,Commerce
82,71,68,92,86,59,Arts
80,46,98,64,48,54,Commerce
75,73,79,71,91,32,Arts
51,33,55,97,37,85,Arts
62,83,52,74,69,58,Arts
72,60,38,66,71,94,Commerce
83,80,60,77,93,35,Arts
45,77,42,69,72,60,Commerce
47,62,59,40,47,57,Commerce
86,93,92,66,61,91,Engineering
85,82,59,43,42,60,Arts
78,32,74,35,80,57,Arts
35,53,62,69,96,96,Arts
93,78,39,60,75,95,Commerce
83,63,35,69,62,100,Commerce
99,71,54,48,85,34,Commerce
66,96,34,63,34,39,Arts
33,100,88,38,70,41,Arts
83,53,89,83,30,72,Commerce
73,79,98,85,79,86,Commerce
59,35,83,89,69,32,Commerce
68,57,60,58,61,40,Commerce
95,58,91,72,75,82,Commerce
44,65,40,61,47,37,Arts
86,32,52,75,41,57,Arts
52,48,54,93,86,53,Commerce
78,34,46,87,77,76,Commerce
46,32,48,54,66,52,Arts
39,80,55,62,64,56,Commerce
41,39,87,45,92,79,Commerce
94,39,46,51,95,91,Commerce
78,37,86,68,66,56,Commerce
79,97,98,80,100,80,Engineering
85,68,99,68,47,30,Commerce
95,65,78,85,70,33,Arts
42,50,79,83,36,47,Arts
70,38,87,68,98,70,Arts
40,63,30,76,73,46,Arts
79,56,81,88,84,52,Arts
67,41,93,81,45,65,Commerce
31,32,47,56,83,86,Commerce
67,84,80,65,30,75,Commerce
92,81,81,34,66,74,Engineering
42,84,38,40,53,63,Commerce
55,54,65,70,75,36,Arts
84,52,98,70,43,62,Commerce
90,83,91,48,30,98,Engineering
97,72,82,31,56,68,Engineering
99,48,86,76,100,82,Commerce
50,75,53,31,66,79,Arts
